id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
6696,2751,2015-09-06,114,613,298,1025,568.86,4591.37,2419.76,7579.99
6697,2751,2015-10-05,45,504,356,905,224.55,3774.96,2890.72,6890.23
6698,2751,2015-11-04,17,480,220,717,84.83,3595.2,1786.4,5466.43
6699,2751,2015-12-04,63,907,446,1416,314.37,6793.43,3621.52,10729.32
6700,2751,2016-01-02,71,415,271,757,354.29,3108.35,2200.52,5663.16
6701,2751,2016-02-01,90,579,328,997,449.1,4336.71,2663.36,7449.17
6702,2751,2016-03-01,0,390,283,673,0,2921.1,2297.96,5219.06
6703,2751,2016-04-30,0,221,383,604,0,1655.29,3109.96,4765.25
6704,2751,2016-05-29,84,107,344,535,419.16,801.43,2793.28,4013.87
6705,2751,2016-06-27,61,414,293,768,304.39,3100.86,2379.16,5784.41
6706,2751,2016-07-27,1,380,126,507,4.99,2846.2,1023.12,3874.31
6707,2751,2016-08-26,0,499,286,785,0,3737.51,2322.32,6059.83
6708,2751,2016-09-25,279,490,290,1059,1392.21,3670.1,2354.8,7417.11
6709,2751,2016-10-24,105,572,0,677,523.95,4284.28,0,4808.23
6710,2751,2016-12-22,7,391,338,736,34.93,2928.59,2744.56,5708.08
6711,2761,2014-12-20,173,485,585,1243,863.27,3632.65,4750.2,9246.12
6712,2761,2015-01-18,15,619,298,932,74.85,4636.31,2419.76,7130.92
6713,2761,2015-02-17,0,433,299,732,0,3243.17,2427.88,5671.05
6714,2761,2015-03-19,279,448,358,1085,1392.21,3355.52,2906.96,7654.69
6715,2761,2015-05-17,5,415,0,420,24.95,3108.35,0,3133.3
6716,2761,2015-06-15,0,595,339,934,0,4456.55,2752.68,7209.23
6717,2761,2015-07-15,26,537,387,950,129.74,4022.13,3142.44,7294.31
6718,2761,2015-08-14,345,474,306,1125,1721.55,3550.26,2484.72,7756.53
6719,2761,2015-09-12,0,490,312,802,0,3670.1,2533.44,6203.54
6720,2761,2015-10-12,88,533,206,827,439.12,3992.17,1672.72,6104.01
6721,2761,2015-11-11,59,483,330,872,294.41,3617.67,2679.6,6591.68
6722,2761,2015-12-10,12,0,320,332,59.88,0,2598.4,2658.28
6723,2761,2016-01-08,43,540,309,892,214.57,4044.6,2509.08,6768.25
6724,2761,2016-02-06,34,491,373,898,169.66,3677.59,3028.76,6876.01
6725,2761,2016-05-03,101,459,456,1016,503.99,3437.91,3702.72,7644.62
6726,2761,2016-06-02,40,404,411,855,199.6,3025.96,3337.32,6562.88
6727,2761,2016-07-01,60,416,256,732,299.4,3115.84,2078.72,5493.96
6728,2761,2016-08-28,288,506,251,1045,1437.12,3789.94,2038.12,7265.18
6729,2771,2015-07-17,270,755,112,1137,1347.3,5654.95,909.44,7911.69
6730,2771,2015-08-15,1499,91,12,1602,7480.01,681.59,97.44,8259.04
6731,2771,2015-10-13,114,27,101,242,568.86,202.23,820.12,1591.21
6732,2771,2016-03-09,0,124,0,124,0,928.76,0,928.76
6733,2771,2016-05-07,0,123,512,635,0,921.27,4157.44,5078.71
6734,2771,2016-07-06,0,43,69,112,0,322.07,560.28,882.35
6735,2781,2014-12-05,150,644,0,794,748.5,4823.56,0,5572.06
6736,2781,2015-01-04,0,978,351,1329,0,7325.22,2850.12,10175.34
6737,2781,2015-03-04,177,455,249,881,883.23,3407.95,2021.88,6313.06
6738,2781,2015-05-02,106,483,433,1022,528.94,3617.67,3515.96,7662.57
6739,2781,2015-05-31,57,369,335,761,284.43,2763.81,2720.2,5768.44
6740,2781,2015-07-29,99,523,313,935,494.01,3917.27,2541.56,6952.84
6741,2781,2015-08-28,0,713,451,1164,0,5340.37,3662.12,9002.49
6742,2781,2015-10-27,1868,533,314,2715,9321.32,3992.17,2549.68,15863.17
6743,2781,2015-12-26,381,516,247,1144,1901.19,3864.84,2005.64,7771.67
6744,2781,2016-01-25,57,496,262,815,284.43,3715.04,2127.44,6126.91
6745,2781,2016-02-23,350,530,236,1116,1746.5,3969.7,1916.32,7632.52
6746,2781,2016-03-24,23,374,389,786,114.77,2801.26,3158.68,6074.71
6747,2781,2016-05-23,0,464,60,524,0,3475.36,487.2,3962.56
6748,2781,2016-06-21,0,487,217,704,0,3647.63,1762.04,5409.67
6749,2781,2016-07-21,0,500,1103,1603,0,3745,8956.36,12701.36
6750,2781,2016-09-18,83,81,370,534,414.17,606.69,3004.4,4025.26
6751,2781,2016-10-17,68,3,0,71,339.32,22.47,0,361.79
6752,2781,2016-12-14,146,429,574,1149,728.54,3213.21,4660.88,8602.63
6753,2791,2014-12-22,485,677,214,1376,2420.15,5070.73,1737.68,9228.56
6754,2791,2015-01-21,545,593,70,1208,2719.55,4441.57,568.4,7729.52
6755,2791,2015-02-20,363,587,199,1149,1811.37,4396.63,1615.88,7823.88
6756,2791,2015-04-21,419,617,228,1264,2090.81,4621.33,1851.36,8563.5
6757,2791,2015-05-20,260,585,167,1012,1297.4,4381.65,1356.04,7035.09
6758,2801,2016-10-31,0,368,300,668,0,2756.32,2436,5192.32
6759,2801,2016-11-29,0,598,319,917,0,4479.02,2590.28,7069.3
6760,2801,2016-12-29,0,657,284,941,0,4920.93,2306.08,7227.01
6761,2811,2015-01-25,0,495,240,735,0,3707.55,1948.8,5656.35
6762,2811,2015-02-23,59,560,282,901,294.41,4194.4,2289.84,6778.65
6763,2811,2015-03-24,83,449,414,946,414.17,3363.01,3361.68,7138.86
6764,2811,2015-04-23,46,726,466,1238,229.54,5437.74,3783.92,9451.2
6765,2811,2015-05-22,0,503,376,879,0,3767.47,3053.12,6820.59
6766,2811,2015-06-21,30,362,342,734,149.7,2711.38,2777.04,5638.12
6767,2811,2015-07-21,96,1082,249,1427,479.04,8104.18,2021.88,10605.1
6768,2811,2015-08-19,5,502,0,507,24.95,3759.98,0,3784.93
6769,2811,2015-11-15,47,525,323,895,234.53,3932.25,2622.76,6789.54
6770,2811,2015-12-15,46,795,326,1167,229.54,5954.55,2647.12,8831.21
6771,2811,2016-01-13,0,517,713,1230,0,3872.33,5789.56,9661.89
6772,2811,2016-02-11,67,451,202,720,334.33,3377.99,1640.24,5352.56
6773,2811,2016-03-12,0,962,296,1258,0,7205.38,2403.52,9608.9
6774,2811,2016-04-11,0,550,772,1322,0,4119.5,6268.64,10388.14
6775,2811,2016-05-11,0,1342,355,1697,0,10051.58,2882.6,12934.18
6776,2811,2016-08-07,48,605,385,1038,239.52,4531.45,3126.2,7897.17
6777,2811,2016-09-05,5,258,266,529,24.95,1932.42,2159.92,4117.29
6778,2811,2016-10-05,0,506,0,506,0,3789.94,0,3789.94
6779,2811,2016-11-03,3394,558,296,4248,16936.06,4179.42,2403.52,23519
6780,2811,2016-12-03,146,1388,503,2037,728.54,10396.12,4084.36,15209.02
6781,2811,2017-01-01,5,521,322,848,24.95,3902.29,2614.64,6541.88
6782,2821,2014-12-09,22,612,284,918,109.78,4583.88,2306.08,6999.74
6783,2821,2015-01-07,52,476,339,867,259.48,3565.24,2752.68,6577.4
6784,2821,2015-02-05,118,423,264,805,588.82,3168.27,2143.68,5900.77
6785,2821,2015-03-07,76,560,210,846,379.24,4194.4,1705.2,6278.84
6786,2821,2015-04-06,0,564,599,1163,0,4224.36,4863.88,9088.24
6787,2821,2015-07-03,1956,421,401,2778,9760.44,3153.29,3256.12,16169.85
6788,2821,2015-08-01,65,407,308,780,324.35,3048.43,2500.96,5873.74
6789,2821,2015-08-31,91,443,277,811,454.09,3318.07,2249.24,6021.4
6790,2821,2015-09-30,71,437,562,1070,354.29,3273.13,4563.44,8190.86
6791,2821,2015-11-28,1277,499,0,1776,6372.23,3737.51,0,10109.74
6792,2821,2016-04-25,467,504,1014,1985,2330.33,3774.96,8233.68,14338.97
6793,2821,2016-05-24,48,1048,401,1497,239.52,7849.52,3256.12,11345.16
6794,2821,2016-07-21,0,509,61,570,0,3812.41,495.32,4307.73
6795,2821,2016-08-20,42,535,300,877,209.58,4007.15,2436,6652.73
6796,2821,2016-09-18,0,474,177,651,0,3550.26,1437.24,4987.5
6797,2821,2016-10-17,82,512,383,977,409.18,3834.88,3109.96,7354.02
6798,2821,2016-11-15,146,468,330,944,728.54,3505.32,2679.6,6913.46
6799,2831,2015-06-19,0,0,36,36,0,0,292.32,292.32
6800,2831,2015-07-18,1132,0,204,1336,5648.68,0,1656.48,7305.16
6801,2831,2015-08-17,190,0,58,248,948.1,0,470.96,1419.06
6802,2831,2015-09-15,156,43,15,214,778.44,322.07,121.8,1222.31
6803,2831,2015-10-15,84,101,89,274,419.16,756.49,722.68,1898.33
6804,2831,2015-11-14,56,64,85,205,279.44,479.36,690.2,1449
6805,2831,2015-12-13,77,0,1027,1104,384.23,0,8339.24,8723.47
6806,2831,2016-01-11,0,16,0,16,0,119.84,0,119.84
6807,2831,2016-02-09,0,153,62,215,0,1145.97,503.44,1649.41
6808,2831,2016-03-10,0,110,0,110,0,823.9,0,823.9
6809,2831,2016-04-08,0,0,74,74,0,0,600.88,600.88
6810,2831,2016-05-08,57,11,104,172,284.43,82.39,844.48,1211.3
6811,2831,2016-06-06,41,0,36,77,204.59,0,292.32,496.91
6812,2831,2016-08-05,0,0,34,34,0,0,276.08,276.08
6813,2831,2016-11-01,308,69,147,524,1536.92,516.81,1193.64,3247.37
6814,2831,2016-11-30,41,171,16,228,204.59,1280.79,129.92,1615.3
6815,2841,2014-12-29,152,558,0,710,758.48,4179.42,0,4937.9
6816,2841,2015-01-25,0,396,0,396,0,2966.04,0,2966.04
6817,2841,2015-04-23,0,0,751,751,0,0,6098.12,6098.12
6818,2841,2015-07-20,187,918,296,1401,933.13,6875.82,2403.52,10212.47
6819,2841,2015-09-16,0,620,200,820,0,4643.8,1624,6267.8
6820,2841,2015-10-15,71,588,377,1036,354.29,4404.12,3061.24,7819.65
6821,2841,2015-11-14,246,493,0,739,1227.54,3692.57,0,4920.11
6822,2841,2015-12-13,207,440,131,778,1032.93,3295.6,1063.72,5392.25
6823,2841,2016-01-12,72,680,338,1090,359.28,5093.2,2744.56,8197.04
6824,2841,2016-02-10,58,503,315,876,289.42,3767.47,2557.8,6614.69
6825,2841,2016-03-10,0,473,0,473,0,3542.77,0,3542.77
6826,2841,2016-04-08,292531,492,301,293324,1459729.69,3685.08,2444.12,1465858.89
6827,2841,2016-05-08,27,468,275,770,134.73,3505.32,2233,5873.05
6828,2841,2016-06-07,33,456,289,778,164.67,3415.44,2346.68,5926.79
6829,2841,2016-07-07,49,924,296,1269,244.51,6920.76,2403.52,9568.79
6830,2841,2016-09-03,90,555,312,957,449.1,4156.95,2533.44,7139.49
6831,2841,2016-12-01,61,416,402,879,304.39,3115.84,3264.24,6684.47
6832,2841,2016-12-30,135,475,355,965,673.65,3557.75,2882.6,7114
6833,2851,2015-01-24,50,36,0,86,249.5,269.64,0,519.14
6834,2851,2015-03-24,0,199,64,263,0,1490.51,519.68,2010.19
6835,2851,2015-05-22,0,77,0,77,0,576.73,0,576.73
6836,2851,2015-07-21,0,35,88,123,0,262.15,714.56,976.71
6837,2851,2015-10-18,0,55,82,137,0,411.95,665.84,1077.79
6838,2851,2015-11-16,0,0,0,0,0,0,0,0
6839,2851,2016-01-13,24,0,0,24,119.76,0,0,119.76
6840,2851,2016-02-12,0,16,52,68,0,119.84,422.24,542.08
6841,2851,2016-04-11,0,3,26,29,0,22.47,211.12,233.59
6842,2851,2016-05-10,0,52,63,115,0,389.48,511.56,901.04
6843,2851,2016-07-08,0,0,0,0,0,0,0,0
6844,2851,2016-11-01,31,92,0,123,154.69,689.08,0,843.77
6845,2851,2016-12-30,0,7,0,7,0,52.43,0,52.43
6846,2861,2014-12-09,0,28,0,28,0,209.72,0,209.72
6847,2861,2015-02-06,0,0,0,0,0,0,0,0
6848,2861,2015-07-03,29,94,416,539,144.71,704.06,3377.92,4226.69
6849,2861,2015-08-01,0,11,153,164,0,82.39,1242.36,1324.75
6850,2861,2015-08-31,319,79,59,457,1591.81,591.71,479.08,2662.6
6851,2861,2015-11-26,0,63,63,126,0,471.87,511.56,983.43
6852,2861,2016-01-24,40,57,35,132,199.6,426.93,284.2,910.73
6853,2861,2016-02-23,0,0,45,45,0,0,365.4,365.4
6854,2861,2016-03-24,0,0,10,10,0,0,81.2,81.2
6855,2861,2016-04-22,0,5,161,166,0,37.45,1307.32,1344.77
6856,2861,2016-06-20,126,71,83,280,628.74,531.79,673.96,1834.49
6857,2861,2016-07-20,0,25,170,195,0,187.25,1380.4,1567.65
6858,2861,2016-08-18,58,32,42,132,289.42,239.68,341.04,870.14
6859,2861,2016-10-16,0,347,0,347,0,2599.03,0,2599.03
6860,2861,2016-11-15,33,857,91,981,164.67,6418.93,738.92,7322.52
6861,2871,2015-09-21,601,191,105,897,2998.99,1430.59,852.6,5282.18
6862,2881,2014-12-17,515,704,0,1219,2569.85,5272.96,0,7842.81
6863,2881,2015-01-15,521,548,512,1581,2599.79,4104.52,4157.44,10861.75
6864,2881,2015-02-13,738,732,260,1730,3682.62,5482.68,2111.2,11276.5
6865,2881,2015-03-15,358,896,0,1254,1786.42,6711.04,0,8497.46
6866,2881,2015-05-12,569,597,192,1358,2839.31,4471.53,1559.04,8869.88
6867,2881,2015-06-10,814,546,369,1729,4061.86,4089.54,2996.28,11147.68
6868,2881,2015-07-10,136,599,111,846,678.64,4486.51,901.32,6066.47
6869,2881,2015-08-09,396,142,763,1301,1976.04,1063.58,6195.56,9235.18
6870,2881,2015-11-06,596,595,0,1191,2974.04,4456.55,0,7430.59
6871,2881,2016-02-02,695,0,217,912,3468.05,0,1762.04,5230.09
6872,2881,2016-03-02,525,649,273,1447,2619.75,4861.01,2216.76,9697.52
6873,2881,2016-03-31,511,663,325,1499,2549.89,4965.87,2639,10154.76
6874,2881,2016-08-26,562,608,0,1170,2804.38,4553.92,0,7358.3
6875,2881,2016-09-24,464,844,397,1705,2315.36,6321.56,3223.64,11860.56
6876,2891,2014-12-16,0,489,489,978,0,3662.61,3970.68,7633.29
6877,2901,2014-12-14,0,225,0,225,0,1685.25,0,1685.25
6878,2901,2015-02-11,69,53,40,162,344.31,396.97,324.8,1066.08
6879,2911,2014-12-20,17,430,398,845,84.83,3220.7,3231.76,6537.29
6880,2911,2015-01-18,0,341,261,602,0,2554.09,2119.32,4673.41
6881,2911,2015-03-18,113,498,292,903,563.87,3730.02,2371.04,6664.93
6882,2911,2015-04-17,59,1057,0,1116,294.41,7916.93,0,8211.34
6883,2911,2015-05-16,122,357,0,479,608.78,2673.93,0,3282.71
6884,2911,2015-06-15,13,524,255,792,64.87,3924.76,2070.6,6060.23
6885,2911,2015-07-14,109,526,432,1067,543.91,3939.74,3507.84,7991.49
6886,2911,2015-08-13,114,525,286,925,568.86,3932.25,2322.32,6823.43
6887,2911,2015-11-08,127,471,233,831,633.73,3527.79,1891.96,6053.48
6888,2911,2016-02-04,18,0,243,261,89.82,0,1973.16,2062.98
6889,2911,2016-03-05,0,584,246,830,0,4374.16,1997.52,6371.68
6890,2911,2016-05-04,108,469,421,998,538.92,3512.81,3418.52,7470.25
6891,2911,2016-06-03,21,494,293,808,104.79,3700.06,2379.16,6184.01
6892,2911,2016-08-02,234,413,289,936,1167.66,3093.37,2346.68,6607.71
6893,2911,2016-09-30,105,478,404,987,523.95,3580.22,3280.48,7384.65
6894,2911,2016-11-29,51,507,362,920,254.49,3797.43,2939.44,6991.36
6895,2911,2016-12-28,47,498,0,545,234.53,3730.02,0,3964.55
6896,2921,2014-12-23,69,583,175,827,344.31,4366.67,1421,6131.98
6897,2921,2015-01-22,447,715,0,1162,2230.53,5355.35,0,7585.88
6898,2921,2015-02-21,536,598,177,1311,2674.64,4479.02,1437.24,8590.9
6899,2921,2015-04-22,414,643,508,1565,2065.86,4816.07,4124.96,11006.89
6900,2921,2015-05-22,600,718,0,1318,2994,5377.82,0,8371.82
6901,2921,2015-07-21,500,533,122,1155,2495,3992.17,990.64,7477.81
6902,2921,2015-08-20,503,588,243,1334,2509.97,4404.12,1973.16,8887.25
6903,2921,2015-11-16,687,635,186,1508,3428.13,4756.15,1510.32,9694.6
6904,2921,2015-12-16,486,540,590,1616,2425.14,4044.6,4790.8,11260.54
6905,2921,2016-01-15,462,1326,198,1986,2305.38,9931.74,1607.76,13844.88
6906,2921,2016-02-13,567,539,433,1539,2829.33,4037.11,3515.96,10382.4
6907,2921,2016-04-12,2357,641,147,3145,11761.43,4801.09,1193.64,17756.16
6908,2921,2016-05-11,398,592,0,990,1986.02,4434.08,0,6420.1
6909,2921,2016-06-10,529,525,147,1201,2639.71,3932.25,1193.64,7765.6
6910,2921,2016-07-09,1083,596,169,1848,5404.17,4464.04,1372.28,11240.49
6911,2931,2015-11-09,0,529,308,837,0,3962.21,2500.96,6463.17
6912,2931,2015-12-08,43,559,255,857,214.57,4186.91,2070.6,6472.08
6913,2931,2016-04-03,0,410,257,667,0,3070.9,2086.84,5157.74
6914,2931,2016-05-02,0,508,240,748,0,3804.92,1948.8,5753.72
6915,2931,2016-06-01,60,546,315,921,299.4,4089.54,2557.8,6946.74
6916,2931,2016-07-30,0,560,324,884,0,4194.4,2630.88,6825.28
6917,2931,2016-08-28,38,0,292,330,189.62,0,2371.04,2560.66
6918,2931,2016-09-27,0,504,358,862,0,3774.96,2906.96,6681.92
6919,2931,2016-10-27,109,341,281,731,543.91,2554.09,2281.72,5379.72
6920,2931,2016-11-25,69,602,383,1054,344.31,4508.98,3109.96,7963.25
6921,2931,2016-12-24,0,1727,257,1984,0,12935.23,2086.84,15022.07
6922,2941,2015-11-24,62,465,265,792,309.38,3482.85,2151.8,5944.03
6923,2951,2016-10-20,0,499,401,900,0,3737.51,3256.12,6993.63
6924,2951,2016-11-18,66,590,308,964,329.34,4419.1,2500.96,7249.4
6925,2951,2016-12-18,0,467,352,819,0,3497.83,2858.24,6356.07
6926,2961,2015-01-09,44,500,314,858,219.56,3745,2549.68,6514.24
6927,2961,2015-03-10,30,1110,556,1696,149.7,8313.9,4514.72,12978.32
6928,2961,2015-04-09,0,310,268,578,0,2321.9,2176.16,4498.06
6929,2961,2015-06-08,96,401,395,892,479.04,3003.49,3207.4,6689.93
6930,2961,2015-08-05,93,607,0,700,464.07,4546.43,0,5010.5
6931,2961,2015-09-03,86,532,284,902,429.14,3984.68,2306.08,6719.9
6932,2961,2015-12-01,101,637,539,1277,503.99,4771.13,4376.68,9651.8
6933,2961,2015-12-31,92,496,202,790,459.08,3715.04,1640.24,5814.36
6934,2961,2016-01-30,91,439,302,832,454.09,3288.11,2452.24,6194.44
6935,2961,2016-02-28,38,461,0,499,189.62,3452.89,0,3642.51
6936,2961,2016-03-28,94,801,456,1351,469.06,5999.49,3702.72,10171.27
6937,2961,2016-04-26,120,559,384,1063,598.8,4186.91,3118.08,7903.79
6938,2961,2016-05-26,0,0,250,250,0,0,2030,2030
6939,2961,2016-06-25,70,403,332,805,349.3,3018.47,2695.84,6063.61
6940,2961,2016-07-24,131,535,370,1036,653.69,4007.15,3004.4,7665.24
6941,2961,2016-08-23,23,522,0,545,114.77,3909.78,0,4024.55
6942,2961,2016-09-21,1,521,265,787,4.99,3902.29,2151.8,6059.08
6943,2961,2016-11-18,41,457,339,837,204.59,3422.93,2752.68,6380.2
6944,2961,2016-12-17,804,380,332,1516,4011.96,2846.2,2695.84,9554
6945,2971,2015-11-26,163,533,269,965,813.37,3992.17,2184.28,6989.82
6946,2971,2015-12-25,69,370,280,719,344.31,2771.3,2273.6,5389.21
6947,2971,2016-01-23,97,3918,356,4371,484.03,29345.82,2890.72,32720.57
6948,2971,2016-03-22,54,453,677,1184,269.46,3392.97,5497.24,9159.67
6949,2971,2016-06-19,0,536,1103,1639,0,4014.64,8956.36,12971
6950,2971,2016-07-18,41,458,266,765,204.59,3430.42,2159.92,5794.93
6951,2971,2016-08-17,7,319,324,650,34.93,2389.31,2630.88,5055.12
6952,2971,2016-12-12,68,1599,148,1815,339.32,11976.51,1201.76,13517.59
6953,2981,2015-01-11,100,567,8355,9022,499,4246.83,67842.6,72588.43
6954,2981,2015-02-09,47,679,238,964,234.53,5085.71,1932.56,7252.8
6955,2981,2015-04-09,497,653,118,1268,2480.03,4890.97,958.16,8329.16
6956,2981,2015-05-08,506,631,287,1424,2524.94,4726.19,2330.44,9581.57
6957,2981,2015-06-06,409,647,362,1418,2040.91,4846.03,2939.44,9826.38
6958,2981,2015-08-04,216,651,0,867,1077.84,4875.99,0,5953.83
6959,2991,2016-12-13,66,476,240,782,329.34,3565.24,1948.8,5843.38
6960,3011,2014-12-08,495,613,134,1242,2470.05,4591.37,1088.08,8149.5
6961,3011,2015-01-06,512,2696,232,3440,2554.88,20193.04,1883.84,24631.76
6962,3021,2015-01-10,277,578,124,979,1382.23,4329.22,1006.88,6718.33
6963,3021,2015-02-08,505,592,2529,3626,2519.95,4434.08,20535.48,27489.51
6964,3021,2015-03-09,520,646,139,1305,2594.8,4838.54,1128.68,8562.02
6965,3031,2016-05-14,360,591,273,1224,1796.4,4426.59,2216.76,8439.75
6966,3031,2016-09-08,482,648,226,1356,2405.18,4853.52,1835.12,9093.82
