id,name,website,lat,lon,primary_poc,sales_rep_id
1331,Procter & Gamble,www.pg.com,47.85041683,-112.1229283,Cordia Winters,321620
1341,State Farm Insurance Cos.,www.statefarm.com,47.75683257,-103.3139289,,321630
1351,Alphabet,www.google.com,47.74301141,-96.35440859,Pamula Hammel,321640
1361,Comcast,www.comcastcorporation.com,47.72596607,-116.7287046,Shana Sanborn,321650
1371,Target,www.target.com,47.69038279,-120.3658719,Luba Streett,321660
1381,Johnson & Johnson,www.jnj.com,47.65467261,-117.3833189,Genevieve Fenton,321670
1391,MetLife,www.metlife.com,47.62692917,-114.1927916,Faustino Henshaw,321680
1401,Archer Daniels Midland,www.adm.com,47.602796,-119.9351733,Fay Rogowski,321690
1411,Marathon Petroleum,www.marathonpetroleum.com,47.57037338,-101.1367422,Emmitt Mcnab,321700
1421,Freddie Mac,www.freddiemac.com,47.55827022,-99.65238578,Elayne Grunewald,321500
1431,PepsiCo,www.pepsico.com,47.48007867,-121.8964293,Cathleen Delamater,321510
1441,United Technologies,www.utc.com,47.46978342,-115.9493246,Janett Wisecarver,321520
1451,Aetna,www.aetna.com,47.436774,-97.74708775,Noah Melugin,321530
1461,Lowe’s,www.lowes.com,47.400979,-111.3742663,Roselee Pardini,321540
1471,UPS,www.ups.com,47.395458,-93.55779392,Cedrick Weiss,321550
1481,AIG,www.aig.com,47.3799673,-92.41871857,Aja Sandusky,321560
1491,Prudential Financial,www.prudential.com,47.351352,-88.25944725,Lyda Lamarr,321570
1501,Intel,www.intel.com,47.323376,-101.7988908,Elouise Beyers,321580
1511,Humana,www.humana.com,47.29846056,-119.3877408,Bettye Close,321590
1521,Disney,www.disney.com,47.280657,-95.87444875,Timika Mistretta,321600
1531,Cisco Systems,www.cisco.com,47.23039045,-109.3618652,Deadra Waggener,321610
1541,Pfizer,www.pfizer.com,48.871632,-103.3255778,Olevia Taubman,321620
1551,Dow Chemical,www.dow.com,48.83299483,-102.5287273,Lillia Ogden,321630
1561,Sysco,www.sysco.com,48.79904533,-118.399775,Julia Laracuente,321640
1571,FedEx,www.fedex.com,48.78231411,-95.81781633,Keren Mcconn,321650
1581,Caterpillar,www.caterpillar.com,48.77516543,-111.6841356,Latia Beene,321660
1591,Lockheed Martin,www.lockheedmartin.com,48.76275342,-97.55776842,Jared Aikins,321670
1601,New York Life Insurance,www.newyorklife.com,48.7487126,-96.8359255,Arlyne Mauzy,321680
1611,Coca-Cola,www.coca-colacompany.com,48.7412212,-116.4178416,Tisha Coletti,321690
1621,HCA Holdings,www.hcahealthcare.com,48.70141678,-104.5235512,Hubert Blanch,321700
1631,Ingram Micro,www.ingrammicro.com,48.60112071,-115.3168613,,321500
1641,Energy Transfer Equity,www.energytransfer.com,48.54870325,-111.1854348,Wynell Lepore,321510
1651,Tyson Foods,www.tysonfoods.com,48.52718067,-117.309281,Ardelle Khoury,321520
1661,American Airlines Group,www.aa.com,48.44337705,-119.6476043,Sasha Haughey,321500
1671,Delta Air Lines,www.delta.com,48.41996136,-106.4218871,Enola Thoms,321510
1681,Nationwide,www.nationwide.com,48.34910658,-97.722195,Henriette Dawes,321520
1691,Johnson Controls,www.johnsoncontrols.com,48.3123126,-98.7040032,Cammy Sosnowski,321500
1701,Best Buy,www.bestbuy.com,48.29694756,-116.6208583,Laurette Sakai,321510
1711,Merck,www.merck.com,48.289588,-117.8890974,Willodean Steinberger,321520
1721,Liberty Mutual Insurance Group,www.libertymutual.com,48.23653335,-101.5317849,Maranda Papas,321680
1731,Goldman Sachs Group,www.gs.com,48.22529625,-104.7741643,Loris Manfredi,321690
1741,Honeywell International,www.honeywell.com,48.17561777,-100.6453878,Jeanne Harty,321700
1751,Massachusetts Mutual Life Insurance,www.massmutual.com,48.13259129,-122.563718,Cassey Hewey,321680
1761,Oracle,www.oracle.com,48.10509992,-99.30900475,Antonia Parkhurst,321690
1771,Morgan Stanley,www.morganstanley.com,47.94211432,-97.44176768,Elvia Snipes,321700
1781,Cigna,www.cigna.com,47.92621415,-122.0211906,Kandi Mailloux,321630
1791,United Continental Holdings,www.unitedcontinentalholdings.com,47.86900857,-94.87136886,,321640
1801,Allstate,www.allstate.com,47.85041683,-112.1229283,Latesha Garcia,321630
1811,TIAA,www.tiaa.org,47.75683257,-103.3139289,Deeanna Burpo,321640
1821,INTL FCStone,www.intlfcstone.com,47.74301141,-96.35440859,Ericka Hamid,321630
1831,CHS,www.chsinc.com,47.72596607,-116.7287046,Sheilah Truss,321640
1841,American Express,www.americanexpress.com,47.69038279,-120.3658719,Horacio Weidman,321630
1851,Gilead Sciences,www.gilead.com,47.65467261,-117.3833189,Nickie Moulden,321640
1861,Publix Super Markets,www.publix.com,47.62692917,-114.1927916,Cherri Sienkiewicz,321630
1871,General Dynamics,www.generaldynamics.com,47.602796,-119.9351733,Erin Viverette,321640
1881,TJX,www.tjx.com,47.57037338,-101.1367422,Sheryl Diamond,321580
1891,ConocoPhillips,www.conocophillips.com,47.55827022,-99.65238578,Lisa Rayborn,321590
1901,Nike,www.nike.com,47.48007867,-121.8964293,Adam Ptacek,321580
1911,World Fuel Services,www.wfscorp.com,47.46978342,-115.9493246,,321590
1921,3M,www.3m.com,47.436774,-97.74708775,Orville Leavell,321580
1931,Mondelez International,www.mondelezinternational.com,47.400979,-111.3742663,Vanetta Lerch,321590
1941,Exelon,www.exeloncorp.com,47.395458,-93.55779392,Leana Godines,321560
1951,Twenty-First Century Fox,www.21cf.com,47.3799673,-92.41871857,Nichelle Singley,321560
1961,Deere,www.johndeere.com,47.351352,-88.25944725,Aura Walz,321560
1971,Tesoro,www.tsocorp.com,47.323376,-101.7988908,Mammie Koff,321520
1981,Time Warner,www.timewarner.com,47.29846056,-119.3877408,Lakeisha Kridler,321530
1991,Northwestern Mutual,www.northwesternmutual.com,47.280657,-95.87444875,Cori Byerley,321540
2001,DuPont,www.dupont.com,47.23039045,-109.3618652,Lucile Pasek,321550
2011,Avnet,www.avnet.com,47.145874,-101.159363,Tamica Laborde,321680
2021,Macy’s,www.macysinc.com,47.11449157,-123.816483,Teresita Ashalintubbi,321690
2031,Enterprise Products Partners,www.enterpriseproducts.com,47.1005466,-110.1540506,Marina Catoe,321700
2041,Travelers Cos.,www.travelers.com,47.04002117,-94.90550983,Vernie Pound,321680
2051,Philip Morris International,www.pmi.com,46.995887,-94.33284383,Angla Ingrassia,321690
2061,Rite Aid,www.riteaid.com,47.04002117,-94.90550983,Celsa Hamsher,321710
2071,Tech Data,www.techdata.com,47.351352,-88.25944725,Brendan Anzalone,321720
2081,McDonald’s,www.aboutmcdonalds.com,47.351352,-88.25944725,Alisa Rega,321730
2091,Qualcomm,www.qualcomm.com,47.46978342,-115.9493246,Torri Northrop,321740
2101,Sears Holdings,www.searsholdings.com,46.33816175,-111.552835,Hsiu Benedetti,321750
2111,Capital One Financial,www.capitalone.com,46.4038755,-85.587065,Debby Myers,321760
2121,EMC,www.emc.com,46.4879644,-94.0939188,Maurice Matsuda,321770
2131,USAA,www.usaa.com,46.92459821,-100.4726094,Lessie Quijada,321780
2141,Duke Energy,www.duke-energy.com,47.23039045,-109.3618652,Newton Belmonte,321790
2151,Time Warner Cable,www.twc.com,46.65042571,-112.7762419,,321710
2161,Halliburton,www.halliburton.com,46.7340556,-88.41639,Domonique Pillow,321720
2171,Northrop Grumman,www.northropgrumman.com,47.436774,-97.74708775,Nannette Costa,321730
2181,Arrow Electronics,www.arrow.com,48.77516543,-111.6841356,Craig Mcalpine,321740
2191,Raytheon,www.raytheon.com,46.995887,-94.33284383,Yun Kleeman,321750
2201,Plains GP Holdings,www.plainsallamerican.com,47.86900857,-94.87136886,Ethan Penaloza,321760
2211,US Foods Holding,www.usfoods.com,48.17561777,-100.6453878,Porter Shrout,321770
2221,AbbVie,www.abbvie.com,46.995887,-94.33284383,Agnus Jenkin,321780
2231,Centene,www.centene.com,46.465401,-97.616714,Shanika Mariani,321790
2241,Community Health Systems,www.chs.net,48.79904533,-118.399775,Grazyna Dewald,321710
2251,Alcoa,www.alcoa.com,46.78818842,-116.7369198,Minna Dehner,321720
2261,International Paper,www.internationalpaper.com,48.289588,-117.8890974,Nicolasa Housel,321730
2271,Emerson Electric,www.emerson.com,47.1005466,-110.1540506,Jere Storey,321740
2281,Union Pacific,www.up.com,47.04002117,-94.90550983,Genesis Schroer,321750
2291,Amgen,www.amgen.com,46.95911733,-99.7349335,Nigel Mincks,321760
2301,U.S. Bancorp,www.usbank.com,47.92896675,-98.17436225,Roberto Calender,321710
2311,Staples,www.staples.com,46.92459821,-100.4726094,Mallory Gosselin,321720
2321,Danaher,www.danaher.com,48.83299483,-102.5287273,,321730
2331,Whirlpool,www.whirlpoolcorp.com,48.3123126,-98.7040032,Isreal Shreffler,321740
2341,Aflac,www.aflac.com,48.289588,-117.8890974,Kellee Suniga,321750
2351,AutoNation,www.autonation.com,47.145874,-101.159363,Jay Gauger,321760
2361,Progressive,www.progressive.com,48.29694756,-116.6208583,Catrice Klingbeil,321710
2371,Abbott Laboratories,www.abbott.com,46.824454,-104.122311,Seymour Olmedo,321720
2381,Dollar General,www.dollargeneral.com,48.76275342,-97.55776842,Janyce Quarles,321730
2391,Tenet Healthcare,www.tenethealth.com,48.76275342,-97.55776842,Eufemia Spady,321740
2401,Eli Lilly,www.lilly.com,47.11449157,-123.816483,Dee Daulton,321750
2411,Southwest Airlines,www.southwest.com,47.75683257,-103.3139289,Idalia Agosta,321760
2421,Penske Automotive Group,www.penskeautomotive.com,46.92025838,-95.69714431,Gregorio Schank,321770
2431,ManpowerGroup,www.manpowergroup.com,46.63175628,-68.49037947,Vivien Gavin,321780
2441,Kohl’s,www.kohlscorporation.com,46.3934516,-86.7490329,Rico Rison,321790
2451,Starbucks,www.starbucks.com,46.51287045,-91.87104918,David Trousdale,321740
2461,Paccar,www.paccar.com,46.87399657,-118.6133384,Love Quirion,321750
2471,Cummins,www.cummins.com,46.95911733,-99.7349335,Lavonda Geier,321760
2481,Altria Group,www.altria.com,48.10509992,-99.30900475,Juliet Nugent,321740
2491,Xerox,www.xerox.com,47.72596607,-116.7287046,Ivory Crockett,321750
2501,Kimberly-Clark,www.kimberly-clark.com,46.475526,-113.296628,Garfield Levenson,321760
2511,Hartford Financial Services Group,www.thehartford.com,48.7487126,-96.8359255,Yukiko Nails,321760
2521,Kraft Heinz,www.kraftheinzcompany.com,47.72596607,-116.7287046,Willard Crenshaw,321770
2531,Lear,www.lear.com,48.17561777,-100.6453878,Bernadine Stahly,321780
2541,Fluor,www.fluor.com,45.31806271,-117.9618891,Chas Nagler,321800
2551,AECOM,www.aecom.com,48.22529625,-104.7741643,Della Arceo,321810
2561,Facebook,www.facebook.com,45.896978,-91.773787,Jesus Philippi,321820
2571,Jabil Circuit,www.jabil.com,48.289588,-117.8890974,Claudette Katzman,321830
2581,CenturyLink,www.centurylink.com,44.84492986,-97.75216457,Christoper Mcghie,321840
2591,Supervalu,www.supervalu.com,48.83299483,-102.5287273,Kristopher Moton,321850
2601,General Mills,www.generalmills.com,48.77516543,-111.6841356,Natasha Kopczynski,321860
2611,Southern,www.southerncompany.com,48.78231411,-95.81781633,Reagan Derouen,321870
2621,NextEra Energy,www.nexteraenergy.com,46.49977275,-108.195432,Jule Alberti,321880
2631,Thermo Fisher Scientific,www.thermofisher.com,41.61043569,-85.87203638,Venessa Moreles,321890
2641,American Electric Power,www.aep.com,47.280657,-95.87444875,Vi Skeeter,321800
2651,PG&E Corp.,www.pge.com,46.87399657,-118.6133384,Whitney Koga,321810
2661,NGL Energy Partners,www.nglenergypartners.com,45.8439808,-92.3657726,Staci Alegria,321820
2671,Bristol-Myers Squibb,www.bms.com,46.306156,-104.407845,Alejandro Taunton,321830
2681,Goodyear Tire & Rubber,www.goodyear.com,42.52197344,-110.7737968,Jodee Indelicato,321840
2691,Nucor,www.nucor.com,47.395458,-93.55779392,Maryalice Giltner,321850
2701,PNC Financial Services Group,www.pnc.com,47.55827022,-99.65238578,Lashaun Lightfoot,321860
2711,Health Net,www.healthnet.com,48.17561777,-100.6453878,Sabra Bellis,321870
2721,Micron Technology,www.micron.com,43.7062162,-94.5785603,Kimiko Brasfield,321880
2731,Colgate-Palmolive,www.colgatepalmolive.com,43.75749867,-113.2518453,Barton Hyatt,321890
2741,Freeport-McMoRan,www.fcx.com,47.94211432,-97.44176768,Neomi Nishida,321800
2751,ConAgra Foods,www.conagrafoods.com,47.62692917,-114.1927916,Mireille Worthley,321810
2761,Gap,www.gapinc.com,46.59781036,-92.65954209,Caprice Hohler,321820
2771,Baker Hughes,www.bakerhughes.com,48.23653335,-101.5317849,Richelle Borger,321830
2781,Bank of New York Mellon Corp.,www.bnymellon.com,47.72596607,-116.7287046,Harrison Foss,321840
2791,Dollar Tree,www.dollartree.com,48.52718067,-117.309281,Georgiana Coniglio,321850
2801,Whole Foods Market,www.wholefoodsmarket.com,48.289588,-117.8890974,Chauncey Koss,321860
2811,PPG Industries,www.ppg.com,46.3125558,-101.5964418,Domonique Harvell,321870
2821,Genuine Parts,www.genpt.com,45.6273755,-90.37891888,Vanetta Castleman,321880
2831,Icahn Enterprises,www.ielp.com,48.34910658,-97.722195,Lindsay Malbon,321890
2841,Performance Food Group,www.pfgc.com,47.85041683,-112.1229283,Natividad Pauli,321800
2851,Omnicom Group,www.omnicomgroup.com,46.2255752,-114.0907852,Yasuko Heffernan,321810
2861,DISH Network,www.dish.com,44.0092215,-116.4351618,Leana Hawker,321820
2871,FirstEnergy,www.firstenergycorp.com,46.92025838,-95.69714431,Catherine Bermejo,321830
2881,Monsanto,www.monsanto.com,46.2710685,-100.858852,Loren Schlanger,321840
2891,AES,www.aes.com,46.52648917,-116.132742,Maybell Bascombe,321850
2901,CarMax,www.carmax.com,48.23653335,-101.5317849,Bobbi Rackers,321860
2911,National Oilwell Varco,www.nov.com,43.67057973,-84.35820482,Brianne Hunger,321870
2921,NRG Energy,www.nrgenergy.com,46.52648917,-116.132742,Stephanie Balfour,321880
2931,Western Digital,www.westerndigital.com,45.70663579,-118.7216037,Racquel Andrus,321890
2941,Marriott International,www.marriott.com,46.95911733,-99.7349335,Chassidy Backhaus,321800
2951,Office Depot,www.officedepot.com,47.351352,-88.25944725,Daisey Wyss,321810
2961,Nordstrom,www.nordstrom.com,42.46672973,-92.285328,Yan Crater,321820
2971,Kinder Morgan,www.kindermorgan.com,48.10509992,-99.30900475,Chantal Laureano,321830
2981,Aramark,www.aramark.com,46.78818842,-116.7369198,Chelsey Marasco,321840
2991,DaVita HealthCare Partners,www.davita.com,47.323376,-101.7988908,Ursula Sarinana,321850
3001,Molina Healthcare,www.molinahealthcare.com,47.85041683,-112.1229283,Hilde Klopfer,321860
3011,WellCare Health Plans,www.wellcare.com,44.4221425,-98.31915138,Tobi Whiteaker,321870
3021,CBS,www.cbscorporation.com,44.822195,-73.3030106,Huong Fortino,321880
3031,Visa,www.visa.com,46.95911733,-99.7349335,Madlyn Brothers,321890
3041,Lincoln National,www.lfg.com,44.56511775,-92.06462575,Stewart Mcnitt,321800
3051,Ecolab,www.ecolab.com,48.10509992,-99.30900475,Donnie Ehrhardt,321810
3061,Kellogg,www.kelloggcompany.com,46.92025838,-95.69714431,Domonique Cave,321820
3071,C.H. Robinson Worldwide,www.chrobinson.com,45.81441715,-115.9353511,Crissy Cottle,321830
3081,Textron,www.textron.com,47.323376,-101.7988908,Myrtice Maxon,321840
3091,Loews,www.loews.com,48.79904533,-118.399775,Melda Ensey,321850
3101,Illinois Tool Works,www.itw.com,47.395458,-93.55779392,Rosena Jessop,321860
3111,Synnex,www.synnex.com,47.85041683,-112.1229283,Corey Tobia,321870
3121,Viacom,www.viacom.com,44.45843425,-88.94241463,Chadwick Fortenberry,321880
3131,HollyFrontier,www.hollyfrontier.com,46.824454,-104.122311,Maricela Humphries,321890
3141,Land O’Lakes,www.landolakesinc.com,48.60112071,-115.3168613,Ana Blount,321800
3151,Devon Energy,www.devonenergy.com,46.51287045,-91.87104918,Kelli Seese,321810
3161,PBF Energy,www.pbfenergy.com,47.3799673,-92.41871857,Lavonda Hoyle,321820
3171,Yum Brands,www.yum.com,47.46978342,-115.9493246,Martin Mcgough,321830
3181,Texas Instruments,www.ti.com,47.145874,-101.159363,Adell Lever,321840
3191,CDW,www.cdw.com,44.406926,-92.7184097,Jenny Poland,321850
3201,Waste Management,www.wm.com,44.01069436,-92.40938418,Kip Stringham,321860
3211,Marsh & McLennan,www.mmc.com,46.65042571,-112.7762419,Shantae Leone,321870
3221,Chesapeake Energy,www.chk.com,47.55827022,-99.65238578,Teddy Braddock,321880
3231,Parker-Hannifin,www.parker.com,46.5730515,-94.97293883,Jon Esteban,321890
3241,Occidental Petroleum,www.oxy.com,46.824454,-104.122311,Chin Coppola,321820
3251,Guardian Life Ins. Co. of America,www.guardianlife.com,43.32251483,-85.15028111,Trisha Tigner,321830
3261,Farmers Insurance Exchange,www.farmers.com,45.4193498,-120.7165032,Eloisa Lafuente,321840
3271,J.C. Penney,www.jcpenney.com,48.60112071,-115.3168613,Ladonna Kouba,321850
3281,Consolidated Edison,www.conedison.com,47.69038279,-120.3658719,Tamiko Calhoon,321860
3291,Cognizant Technology Solutions,www.cognizant.com,48.29694756,-116.6208583,Twanda Renninger,321820
3301,VF,www.vfc.com,47.436774,-97.74708775,,321830
3311,Ameriprise Financial,www.ameriprise.com,48.79904533,-118.399775,Melody Neuner,321840
3321,Computer Sciences,www.csc.com,47.55827022,-99.65238578,Lincoln Damewood,321850
3331,L Brands,www.lb.com,47.602796,-119.9351733,Lisabeth Aitken,321860
3341,Jacobs Engineering Group,www.jacobs.com,48.13259129,-122.563718,Lurlene Wojtowicz,321820
3351,Principal Financial,www.principal.com,46.44056163,-98.50329363,Eddie Mcgaughey,321830
3361,Ross Stores,www.rossstores.com,46.78818842,-116.7369198,Latosha Hollar,321840
3371,Bed Bath & Beyond,www.bedbathandbeyond.com,46.35689186,-90.287383,Audria Witter,321850
3381,CSX,www.csx.com,48.17561777,-100.6453878,Shirely Cantara,321860
3391,Toys “R” Us,www.toysrusinc.com,41.75507645,-81.27791582,Eugena Jerman,321820
3401,Las Vegas Sands,www.sands.com,45.5314293,-84.9045326,Susy Jantzen,321830
3411,Leucadia National,www.leucadia.com,46.5730515,-94.97293883,Merrill Rubino,321840
3421,Dominion Resources,www.dom.com,44.47145475,-89.99640969,Mickey Eversole,321850
3431,United States Steel,www.ussteel.com,47.74301141,-96.35440859,Josh Deslauriers,321800
3441,L-3 Communications,www.l-3com.com,45.73150645,-101.0696168,Francine Sealey,321810
3451,Edison International,www.edisoninvestor.com,47.86900857,-94.87136886,Tamekia Isherwood,321800
3461,Entergy,www.entergy.com,46.78818842,-116.7369198,Kayleen Orlowski,321810
3471,ADP,www.adp.com,46.4038755,-85.587065,September Jacquet,321800
3481,First Data,www.firstdata.com,48.78231411,-95.81781633,Theodore Staten,321800
3491,BlackRock,www.blackrock.com,46.3934516,-86.7490329,Nam Rothfuss,321810
3501,WestRock,www.westrock.com,48.83299483,-102.5287273,Isobel Mcdaniel,321900
3511,Voya Financial,www.voya.com,47.70228389,-115.1327846,Susana Dixion,321910
3521,Sherwin-Williams,www.sherwin.com,47.74301141,-96.35440859,Cinderella Chaves,321920
3531,Hilton Worldwide Holdings,www.hiltonworldwide.com,47.69038279,-120.3658719,Rema Skipworth,321930
3541,R.R. Donnelley & Sons,www.rrdonnelley.com,48.7487126,-96.8359255,Vania Warthen,321940
3551,Stanley Black & Decker,www.stanleyblackanddecker.com,48.76275342,-97.55776842,Davida Woldt,321950
3561,Xcel Energy,www.xcelenergy.com,48.3123126,-98.7040032,Annetta Claytor,321960
3571,Murphy USA,corporate.murphyusa.com,48.7487126,-96.8359255,Tyree Folden,321970
3581,CBRE Group,www.cbre.com,47.65467261,-117.3833189,Martina Haas,321980
3591,D.R. Horton,www.drhorton.com,47.46978342,-115.9493246,Rhoda Holtsclaw,321990
3601,Estee Lauder,www.elcompanies.com,47.55827022,-99.65238578,Grover Chamblee,321900
3611,Praxair,www.praxair.com,48.44337705,-119.6476043,Lelah Lamothe,321910
3621,Biogen,www.biogen.com,48.34910658,-97.722195,Annalisa Butt,321920
3631,State Street Corp.,www.statestreet.com,47.436774,-97.74708775,Viva Jarrells,321930
3641,Unum Group,www.unum.com,48.54870325,-111.1854348,Spring Hedstrom,321940
3651,Reynolds American,www.reynoldsamerican.com,48.60112071,-115.3168613,Adelia Weston,321950
3661,Group 1 Automotive,www.group1auto.com,48.83299483,-102.5287273,Devona Denison,321960
3671,Henry Schein,www.henryschein.com,48.77516543,-111.6841356,Forrest Brodeur,321970
3681,Hertz Global Holdings,www.hertz.com,48.13259129,-122.563718,Caitlyn Claycomb,321980
3691,Norfolk Southern,www.nscorp.com,47.400979,-111.3742663,Leia Vargas,321990
3701,Reinsurance Group of America,www.rgare.com,47.65467261,-117.3833189,Isaac Demery,321900
3711,Public Service Enterprise Group,www.pseg.com,48.77516543,-111.6841356,Darrel Macintosh,321910
3721,BB&T Corp.,www.bbt.com,48.44337705,-119.6476043,Scot Feagin,321920
3731,DTE Energy,www.dteenergy.com,48.60112071,-115.3168613,Nita Mingle,321930
3741,Assurant,www.assurant.com,48.83299483,-102.5287273,Candi Vanleer,321940
3751,Global Partners,www.globalp.com,48.7487126,-96.8359255,Jordan Fils,321950
3761,Huntsman,www.huntsman.com,48.52718067,-117.309281,Elmo Burstein,321960
3771,Becton Dickinson,www.bd.com,48.70141678,-104.5235512,Dagmar Pangle,321970
3781,Sempra Energy,www.sempra.com,47.85041683,-112.1229283,Isidra Thieme,321980
3791,AutoZone,www.autozone.com,48.871632,-103.3255778,Maryellen Strohmeyer,321990
3801,Navistar International,www.navistar.com,48.13259129,-122.563718,Mauricio Croce,321900
3811,Precision Castparts,www.precast.com,48.83299483,-102.5287273,Louis Whitted,321910
3821,Discover Financial Services,www.discoverfinancial.com,45.97365882,-106.8039232,Lauryn Hogge,321920
3831,Liberty Interactive,www.libertyinteractive.com,48.41996136,-106.4218871,Melissa Hacker,321930
3841,W.W. Grainger,www.grainger.com,47.23039045,-109.3618652,Marina Summitt,321940
3851,Baxter International,www.baxter.com,47.087847,-108.2019515,Darren Villafana,321950
3861,Stryker,www.stryker.com,48.79904533,-118.399775,Marivel Keeley,321960
3871,Air Products & Chemicals,www.airproducts.com,48.54870325,-111.1854348,Delphia Jamerson,321970
3881,Western Refining,www.wnr.com,48.22529625,-104.7741643,Delora Musson,321980
3891,Universal Health Services,www.uhsinc.com,48.13259129,-122.563718,Tasha Delillo,321990
3901,Owens & Minor,www.owens-minor.com,48.29694756,-116.6208583,Emogene Howarth,321900
3911,Charter Communications,www.charter.com,48.76275342,-97.55776842,Natacha Rita,321910
3921,Advance Auto Parts,www.advanceautoparts.com,48.17561777,-100.6453878,Maxwell Vandergriff,321920
3931,MasterCard,www.mastercard.com,47.57037338,-101.1367422,Lea Quillen,321930
3941,Applied Materials,www.appliedmaterials.com,48.23653335,-101.5317849,Myung Gomes,321940
3951,Eastman Chemical,www.eastman.com,48.3123126,-98.7040032,Mistie Martines,321950
3961,Sonic Automotive,www.sonicautomotive.com,46.3934516,-86.7490329,Keena Caffrey,321960
3971,Ally Financial,www.ally.com,47.62692917,-114.1927916,Elodia Olague,321970
3981,CST Brands,www.cstbrands.com,47.323376,-101.7988908,Shasta Rodas,321980
3991,eBay,www.ebay.com,47.72596607,-116.7287046,Monet Maclaren,321990
4001,Lennar,www.lennar.com,48.70141678,-104.5235512,Sherell Yankey,321900
4011,GameStop,www.gamestopcorp.com,47.86900857,-94.87136886,Sage Battiste,321910
4021,Reliance Steel & Aluminum,www.rsac.com,48.33549482,-96.63541864,Terrance Kimzey,321920
4031,Hormel Foods,www.hormelfoods.com,48.52718067,-117.309281,Keturah Cuadrado,321930
4041,Celgene,www.celgene.com,46.48603115,-87.65968769,Carisa Tinajero,321940
4051,Genworth Financial,www.genworth.com,47.46978342,-115.9493246,Tangela Vahle,321950
4061,PayPal Holdings,www.paypal.com,48.70141678,-104.5235512,Birgit Lacasse,321960
4071,Priceline Group,www.pricelinegroup.com,47.94211432,-97.44176768,Dominick Yearwood,321970
4081,MGM Resorts International,www.mgmresorts.com,48.7412212,-116.4178416,Glennis Vann,321980
4091,Autoliv,www.autoliv.com,47.75683257,-103.3139289,Nia Waldeck,321990
4101,Fidelity National Financial,www.fnf.com,48.78231411,-95.81781633,Tegan Metzgar,321900
4111,Republic Services,www.republicservices.com,48.41996136,-106.4218871,Gail Widmer,321910
4121,Corning,www.corning.com,48.44337705,-119.6476043,Chad Winer,321920
4131,Peter Kiewit Sons’,www.kiewit.com,48.77516543,-111.6841356,Haley Klos,321930
4141,Univar,www.univar.com,48.871632,-103.3255778,Sterling Tarlton,321940
4151,Mosaic,www.mosaicco.com,48.7487126,-96.8359255,Lorette Blasi,321950
